"INSTNM","YEAR","LOCALE2","STABBR","ACCREDAGENCY","REGION","CONTROL","LOCALE","MAIN","ADM_RATE","UGDS","COSTT4_A","HBCU","MN_EARN_WNE_P10","MD_EARN_WNE_P10","MN_EARN_WNE_MALE0_P10","MN_EARN_WNE_MALE1_P10","MN_EARN_WNE_P6","MD_EARN_WNE_P6","MN_EARN_WNE_MALE0_P6","MN_EARN_WNE_MALE1_P6","DEBT_MDN_SUPP","GRAD_DEBT_MDN_SUPP","RPY_3YR_RT_SUPP","LO_INC_RPY_3YR_RT_SUPP","MD_INC_RPY_3YR_RT_SUPP","HI_INC_RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP","RET_FT4_POOLED_SUPP","TUITIONFEE_OUT","TUITIONFEE_IN"
"McLennan Community College",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","12","Main","NA","4997","13382","0","34400","39163","31200","41200","29600","32591","27300","33800","6136","10500","0.3035648659","0.2512012814","0.4068965517","0.4603580563","NA","NA","NA","5910","3660"
"McMurry University",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","12","Main","0.5765","1108","43087","0","46400","48779","38000","53800","36200","38647","32400","39600","19000","27000","0.5298245614","0.4142011834","0.5660377358","0.6683417085","0.3792","0.3373","0.6446","31372","31372"
"Covenant School of Nursing and Allied Health",2025,"01 City","TX","Accreditation Commission for Education in Nursing",6,"Private nonprofit","11","Main","NA","333","not_reported","0","58700","78724","PS","PS","50100","69686","PS","PS","10399","12969","0.6891891892","0.6862745098","0.6842105263","0.7045454545","NA","NA","NA","NA","NA"
"Midland College",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","12","Main","NA","5020","12519","0","45400","43958","35100","61900","37000","38470","31000","50200","6300","10670","0.5336787565","0.4621848739","PS","PS","0.2036","NA","NA","6030","3030"
"Midwestern State University",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","12","Main","0.8738","4043","22411","0","47000","55747","41800","53700","42400","46637","40800","44700","13051","21030","0.5507070707","0.4650698603","0.5736607143","0.6637781629","0.4115","0.4739","0.6311","12260","10310"
"William Edge Institute",2025,"01 City","TX","National Accrediting Commission of Career Arts and Sciences",6,"Private for-profit","12","Main","NA","40","not_reported","0","23100","23040","PS","PS","PS","17832","PS","PS","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Wade College",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private for-profit","11","Main","NA","205","28347","0","29800","36657","PS","PS","29400","28055","PS","PS","14608","22938","0.2444444444","0.2116402116","PS","PS","0.4364","NA","PS","17692","17692"
"Southern Careers Institute-Austin",2025,"01 City","TX","Council on Occupational Education",6,"Private for-profit","11","Main","NA","1079","not_reported","0","24400","27035","22000","34200","20600","24849","18800","28100","7389","8708","0.1807856129","0.1663943355","0.262295082","0.3787878788","NA","NA","NA","NA","NA"
"Tint School of Makeup & Cosmetology",2025,"01 City","TX","National Accrediting Commission of Career Arts and Sciences",6,"Private for-profit","11","Other","NA","108","not_reported","0","23400","26381","PS","PS","23500","23458","PS","PS","4750","6333","0.3163636364","0.2930232558","PS","PS","NA","NA","NA","NA","NA"
"Navarro College",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","32","Main","NA","3959","17659","0","34200","38716","30800","38800","29700","31865","26600","33700","7926","11000","0.2508850982","0.191902252","0.3368630046","0.4706994329","0.2395","NA","NA","6578","3008"
"Lone Star College System",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","12","Main","NA","47486","14637","0","40800","42466","36500","50300","34000","32889","31700","38400","5500","8600","0.2903759303","0.2359757219","0.3926241135","0.465204236","0.1832","NA","0.4823","8700","3090"
"University of North Texas",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","12","Main","0.7246","33680","25470","0","49300","57010","44200","55600","39300","46304","37000","42300","14000","19250","0.5486280601","0.4580322401","0.563081326","0.6575934877","0.5925","0.6118","0.7848","21244","11164"
"Northeast Texas Community College",2025,"04 Rural","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","42","Main","NA","1964","14594","0","31400","37870","27100","41700","28500","33862","25000","34400","9500","10946","0.2942408377","0.2201704545","0.4759358289","0.578125","NA","NA","NA","5434","2794"
"Oblate School of Theology",2025,"01 City","TX","Commission on Accrediting of the Association of Theological Schools",6,"Private nonprofit","11","Main","NA","NA","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","-999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Ocean Corporation",2025,"01 City","TX","Accrediting Commission of Career Schools and Colleges",6,"Private for-profit","11","Main","NA","195","not_reported","0","59100","53474","PS","PS","54100","49748","PS","PS","9500","9500","0.45","0.3826086957","0.5851851852","0.7333333333","NA","NA","NA","NA","NA"
"Odessa College",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","12","Main","NA","4176","12315","0","43400","42026","32200","62500","36000","34867","29300","48800","6000","7750","0.5066964286","0.4417670683","0.5606060606","0.6417910448","0.2571","NA","0.6233","4806","2640"
"Ogle School Hair Skin Nails-Arlington",2025,"02 Suburb","TX","National Accrediting Commission of Career Arts and Sciences",6,"Private for-profit","21","Main","NA","319","not_reported","0","27300","31055","PS","PS","22200","21209","PS","PS","7916","7917","0.3418693982","0.2917431193","0.3882352941","0.6363636364","NA","NA","NA","NA","NA"
"Ogle School Hair Skin Nails-Ft Worth",2025,"01 City","TX","National Accrediting Commission of Career Arts and Sciences",6,"Private for-profit","11","Main","NA","447","not_reported","0","24800","26885","PS","PS","22600","25000","PS","PS","7369","7917","0.3288590604","0.2934210526","0.4027777778","0.4925373134","NA","NA","NA","NA","NA"
"Our Lady of the Lake University",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","11","Main","NA","1110","42137","0","42500","48675","41900","44500","35500","41195","34500","38000","17084","24999","0.4761476148","0.4242424242","0.5230352304","0.5675675676","0.4091","0.368","0.5773","31728","31728"
"The University of Texas Rio Grande Valley",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","12","Main","0.8482","27026","18343","0","44200","49620","39400","50100","34200","35812","31700","37600","9593","12950","0.5068899355","0.500649857","0.5111591073","0.5432595573","0.5091","0.5436","0.7759","19939","9859"
"Texas Southmost College",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","12","Main","NA","3453","11487","0","38200","41900","32100","45500","30600","33992","27900","33600","6125","9000","0.4091468777","0.3844143502","0.4772914946","0.4905660377","NA","NA","NA","4948","3148"
"Panola College",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","32","Main","NA","1378","12950","0","39800","36072","34100","53900","30600","32390","27600","38600","6000","10500","0.3687943262","0.3125","0.4444444444","0.6111111111","NA","NA","NA","5064","2280"
"Paris Junior College",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","33","Main","NA","2265","12951","0","31100","36515","27700","38200","27300","30318","24300","32400","4300","5342","0.3157232704","0.2512864494","0.4887640449","0.5147058824","NA","NA","NA","5580","2580"
"Paul Quinn College",2025,"01 City","TX","Transnational Association of Christian Colleges and Schools",6,"Private nonprofit","11","Main","0.3381","600","24912","1","29800","29288","28000","31400","26900","27021","25800","28200","11090","PS","0.2050209205","0.1899441341","PS","PS","0.3396","0.249","0.6159","13498","13498"
"Prairie View A & M University",2025,"04 Rural","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","42","Main","0.753","8527","25958","1","40700","45411","39700","41800","34300","36350","34400","34100","17500","27000","0.2880057458","0.2706284737","0.2916666667","0.3571428571","0.424","0.4313","0.7364","26874","11299"
"Ranger College",2025,"04 Rural","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","43","Main","NA","935","14685","0","33800","35552","28000","39400","29900","30914","26700","33500","5792","9500","0.3500678426","0.2844036697","0.412037037","0.5294117647","NA","NA","NA","8775","4725"
"Aviation Institute of Maintenance-Houston",2025,"01 City","TX","Accrediting Commission of Career Schools and Colleges",6,"Private for-profit","11","Main","NA","281","28108","0","NA","58327","NA","NA","NA","48846","NA","NA","21413","31875","0.4071661238","0.3514851485","PS","PS","NA","NA","NA","16757","16757"
"Rice University",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","11","Main","0.0788","4562","74110","0","91600","89718","75200","108700","68300","79751","53600","79000","9716","11000","0.8716707022","PS","PS","0.8924302789","0.9469","0.9388","0.9784","58128","58128"
"Saint Edward's University",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","11","Main","0.8369","2729","64975","0","55700","58826","49800","64400","41200","47743","38100","45800","20000","24803","0.6283643892","0.5180722892","0.6259426848","0.7520661157","0.6465","0.6768","0.7926","51384","51384"
"St Philip's College",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","11","Main","NA","10772","11406","1","34000","38224","31100","38000","29700","35018","27500","32200","7250","9500","0.3830409357","0.3333333333","0.4899328859","0.6338028169","NA","NA","NA","14422","3412"
"University of St Thomas",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","11","Main","0.9334","2826","44151","0","59600","59224","55300","68800","42400","49971","41900","43400","12548","19928","0.6183986371","0.5475113122","0.6333333333","0.6987179487","0.6726","0.6543","0.7682","33660","33660"
"Sam Houston State University",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","32","Main","0.8539","18138","24517","0","49700","54211","41600","60100","39300","45337","35500","44000","16500","21983","0.5815793402","0.4892655367","0.5805384979","0.70991178","0.5557","0.5976","0.7473","19020","9228"
"San Antonio College",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","11","Main","NA","16067","11576","0","36000","39711","32800","41300","29800","34318","27400","32900","6500","10500","0.380859375","0.3321342926","0.4604651163","0.5020242915","0.2372","NA","0.4567","14422","3412"
"San Jacinto Community College",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","12","Main","NA","23071","14990","0","42600","43062","37000","52900","35000","35337","30600","42100","5750","9500","0.3489971347","0.2893919219","0.4239256678","0.5345744681","0.3331","NA","NA","5352","1992"
"Schreiner University",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","33","Main","0.8797","1028","46294","0","44300","52228","40700","50600","35400","45527","33000","39100","13500","23250","0.6031746032","0.5115384615","0.6243654822","0.7167630058","0.4657","0.4893","0.6784","37396","37396"
"Seguin Beauty School-Seguin",2025,"03 Town","TX","Council on Occupational Education",6,"Private for-profit","31","Main","NA","26","not_reported","0","21700","21891","PS","PS","15300","18106","PS","PS","8427","9995","0.3666666667","0.31","PS","PS","NA","NA","NA","NA","NA"
"St. Mary's University",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","11","Main","0.8895","1911","46368","0","52000","56955","47400","59500","38900","44130","36100","42800","19500","25563","0.5333333333","0.4560669456","0.5578231293","0.6216216216","0.5744","0.5945","0.6781","36242","36242"
"South Plains College",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","32","Main","NA","6124","12880","0","41200","41276","32100","51400","32000","35025","26600","38100","6724","10500","0.4022764228","0.3221065524","0.4841025641","0.5117773019","NA","NA","NA","4837","2581"
"South Texas Barber College Inc",2025,"01 City","TX","Council on Occupational Education",6,"Private for-profit","11","Main","NA","23","not_reported","0","PS","25734","PS","PS","PS","NA","PS","PS","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"South Texas College of Law Houston",2025,"01 City","TX","American Bar Association",6,"Private nonprofit","11","Main","NA","NA","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"South Texas Vocational Technical Institute-Weslaco",2025,"02 Suburb","TX","Accrediting Commission of Career Schools and Colleges",6,"Private for-profit","21","Other","NA","263","not_reported","0","28100","31102","26800","34300","30500","26349","29700","34500","10661","15917","0.3413775767","0.3131443299","0.3994490358","0.6486486486","NA","NA","NA","NA","NA"
"Miller-Motte College-STVT-McAllen",2025,"01 City","TX","Accrediting Commission of Career Schools and Colleges",6,"Private for-profit","12","Other","NA","496","not_reported","0","28100","31102","26800","34300","30500","26349","29700","34500","10661","15917","0.3413775767","0.3131443299","0.3994490358","0.6486486486","NA","NA","NA","NA","NA"
"Southern Methodist University",2025,"02 Suburb","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","21","Main","0.6122","7106","82532","0","77900","78354","69600","87500","68100","65556","56200","80600","15311","19500","0.7501904037","0.7020057307","0.7068062827","0.8075601375","0.8276","0.8234","0.8992","64460","64460"
"Southwest School of Business and Technical Careers-San Antonio",2025,"01 City","TX","Council on Occupational Education",6,"Private for-profit","11","Main","NA","22","not_reported","0","22300","24251","PS","PS","20000","21497","18600","26700","7226","7273","0.1746411483","0.1524064171","PS","PS","NA","NA","NA","NA","NA"
"Southwest Texas Junior College",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","33","Main","NA","3170","13579","0","33800","35563","26300","45200","29200","30305","23300","37300","5750","6200","0.3597811218","0.3004201681","0.4670050761","0.4827586207","NA","NA","NA","6294","2646"
"Southwestern Assemblies of God University",2025,"02 Suburb","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","21","Main","0.8423","1366","32765","0","38700","46238","31600","44400","30400","37425","27100","33300","14750","24725","0.5294635004","0.4112359551","0.5665137615","0.671875","0.3863","0.547","0.79","18610","18610"
"Southwestern University",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","13","Main","0.3907","1454","63645","0","63400","56878","58600","70200","41500","49249","39100","45600","19500","25000","0.7441860465","0.6055045872","0.7357142857","0.8169642857","0.7049","0.7361","0.8139","51058","51058"
"Stephen F Austin State University",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","33","Main","0.8825","8746","24231","0","46400","49634","40400","54600","36700","43144","35400","38700","17750","23409","0.5218332732","0.4059090909","0.5110741971","0.7005208333","0.5241","0.5434","0.722","20680","10600"
"Texas State University",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","13","Main","0.8948","34547","26348","0","51100","56906","44700","59100","40600","46716","37600","44400","14993","21000","0.5704936576","0.4966485128","0.5693940963","0.665864742","0.5602","0.5882","0.7869","23210","11450"
"Southwestern Adventist University",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","31","Main","0.5552","574","35804","0","47100","52946","45300","49900","39000","43643","42200","34700","21500","26998","0.5218295218","0.4566210046","0.5155279503","0.6732673267","0.441","0.4386","0.749","24588","24588"
"Southwestern Christian College",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Private nonprofit","32","Main","NA","128","21900","1","29500","32672","27200","31400","20300","19686","19500","21000","PS","PS","0.2058823529","PS","0.3902439024","PS","0.2845","PS","PS","12121","12121"
"Sul Ross State University",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","33","Main","0.9562","1378","23759","0","41400","41871","34200","49200","34600","34340","30300","39700","11000","15900","0.4396551724","0.3911392405","0.4785100287","0.6204379562","0.2673","0.3276","0.5417","17384","7592"
"Tarleton State University",2025,"03 Town","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","33","Main","0.942","12263","22981","0","47700","53040","40700","57300","38200","46729","34100","44200","13989","19606","0.5509441385","0.4634032634","0.5814467145","0.6684397163","0.4831","0.4933","0.7223","17958","7878"
"Tarrant County College District",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","11","Main","NA","40214","11720","0","38200","42727","34700","44400","32000","34945","29900","35400","5500","9104","0.3136991954","0.248314951","0.4251030692","0.500508647","NA","NA","NA","8235","1728"
"Temple College",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","13","Main","NA","3168","11400","0","37600","38678","34300","43900","29300","34008","28100","31400","7991","12813","0.2939017504","0.2235576923","0.4251336898","0.5536912752","NA","NA","NA","6696","3000"
"University of Texas Southwestern Medical Center",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","11","Main","NA","NA","not_reported","0","141100","76860","123400","166300","71700","NA","67800","78400","PS","PS","PS","PS","PS","PS","NA","NA","NA","NA","NA"
"The University of Texas Health Science Center at San Antonio",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","11","Main","NA","864","not_reported","0","111500","82206","88900","175300","67500","73887","64000","77300","15000","15000","0.8328025478","0.8112582781","PS","PS","NA","NA","NA","NA","NA"
"The University of Texas Medical Branch at Galveston",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","13","Main","NA","559","not_reported","0","76800","92961","74800","85000","71000","82535","67300","88100","12678","13396","0.8482632541","0.8205128205","0.85","0.8947368421","NA","NA","NA","NA","NA"
